title,categories,difficulty,hints,series,youtube
Deltarune ~ A DARK ZONE,"Battle, Boss, Spooky",Normal,YOUR TAKING TOO LONG,"Indie, Deltarune",https://youtu.be/K-ifukvnICY
Deltarune ~ Attack of the Killer Queen,"Battle, Boss",Easy,,"Indie, Deltarune",https://www.youtube.com/watch?v=vBjscyFC3jo
Deltarune ~ Berdly,Character,Normal,"Um, ackshually...","Indie, Deltarune",https://www.youtube.com/watch?v=2S8I1h-wNzc
Deltarune ~ BIG SHOT,"Battle, Boss",Easy,[Hyperlink blocked],"Indie, Deltarune",https://youtu.be/V31PVkwzpEY?si=Me8oj8bDki8eMc-6
Deltarune ~ Black Knife,"Battle, Boss",Normal,Your vision narrows.,"Indie, Deltarune",https://youtu.be/B8Us0DZgexw
Deltarune ~ Castle Funk,"Locale, Town & City",Tough,Recruited everyone in chapter 3,"Indie, Deltarune",https://youtu.be/2V_wyZdgVMg
Deltarune ~ Checker Dance,"Battle, Boss",Easy,The king of checkers,"Indie, Deltarune",https://www.youtube.com/watch?v=j54JPLQWdyQ
Deltarune ~ Dark Sanctuary,Locale,Normal,,"Indie, Deltarune",https://youtu.be/cNG0Ay3B3Mk
Deltarune ~ Dig! Dig! To The Center of the Earth!,"Character, Jingles",Lunatic,YOU JUST GOT LANCERED!!!,"Deltarune, Indie",https://youtu.be/k3CtbHTMpiA?si=txrUFhv3Fz-KuTWk
Deltarune ~ Ever Higher,Other,Tough,The Cuptain March,"Deltarune, Indie",https://youtu.be/DxPHMcpuYeA?si=v2oSs3OEbiS9slmO
Deltarune ~ Faint Courage (Game Over),Screen,Normal,,"Indie, Deltarune",https://www.youtube.com/watch?v=TkvdhHEuCNY
Deltarune ~ Field of Hopes and Dreams,"Locale, Nature",Easy,,"Indie, Deltarune",https://www.youtube.com/watch?v=ymNgfwgh1TU
Deltarune ~ From Now On (Battle 2),Battle,Normal,,"Indie, Deltarune",https://youtu.be/OobVFldn6As
Deltarune ~ Gingerbread House,Locale,Tough,Come home for the holidays,"Indie, Deltarune",https://youtu.be/-drXtC53Kwc
Deltarune ~ Girl Next Door,Character,Normal,Is it Christmas?,"Indie, Deltarune",https://www.youtube.com/watch?v=T6UfG77Bwpo
Deltarune ~ Gyaa Ha ha!,Character,Normal,The wise old mentor,"Indie, Deltarune",https://youtu.be/iqoYq4x0RQw
Deltarune ~ Hammer of Justice,"Battle, Boss",Normal,,"Indie, Deltarune",https://youtu.be/tBdLO8u-0L8
Deltarune ~ Hip Shop,Screen,Normal,,"Indie, Deltarune",https://www.youtube.com/watch?v=D83BxptHcRc
Deltarune ~ It's Pronounced Rules,"Battle, Boss",Tough,The duke of puzzles himself,"Indie, Deltarune",https://www.youtube.com/watch?v=DQ0aryDlPi4
Deltarune ~ It's TV Time!,"Battle, Boss",Easy,"Say it with me folks, I LOVE TV!","Indie, Deltarune",https://youtu.be/F2PJbTuZlTU
Deltarune ~ Lancer,Character,Normal,Is that a spade?,"Indie, Deltarune",https://www.youtube.com/watch?v=GAhBQH0Kf1I
Deltarune ~ My Castle Town,"Locale, Town & City",Easy,,"Indie, Deltarune",https://www.youtube.com/watch?v=Bl-YMD6yePc
Deltarune ~ Pandora Palace,"Locale, Dungeon",Normal,,"Indie, Deltarune",https://www.youtube.com/watch?v=q-5cXVcCOUs
Deltarune ~ Queen,Character,Normal,Kris Get The Banana,"Indie, Deltarune",https://www.youtube.com/watch?v=6XQv5CHmITA
Deltarune ~ Quiet Autumn,Screen,Tough,,"Indie, Deltarune",https://www.youtube.com/watch?v=SWAQzCNeGWg
Deltarune ~ Raise up Your Bat,Event,Normal,Ralsei made the lyrics PG,"Indie, Deltarune",https://youtu.be/85WD93lz5GU
Deltarune ~ Rude Buster,Battle,Easy,,"Indie, Deltarune",https://www.youtube.com/watch?v=GPL5Hkl11IQ
Deltarune ~ Ruder Buster,Battle,Normal,,"Indie, Deltarune",https://youtu.be/N117e1Ub39A
Deltarune ~ Smart Race,Battle,Normal,,"Indie, Deltarune",https://www.youtube.com/watch?v=HZO3xw91eHw
Deltarune ~ Spamton,Character,Normal,You should install antivirus,"Indie, Deltarune",https://www.youtube.com/watch?v=cSm5gKlmw2M
Deltarune ~ The Circus,Locale,Normal,,"Indie, Deltarune",https://www.youtube.com/watch?v=qCNztya--aw
Deltarune ~ The Second Sanctuary,"Locale, Dungeon",Normal,The lighting has changed.,"Indie, Deltarune",https://youtu.be/Jp7kfYH4VaE
Deltarune ~ The Third Sanctuary,"Locale, Dungeon",Normal,WHAT THE heck IS A TIME SIGNATURE,"Indie, Deltarune",https://youtu.be/7f1RK1m7qvc?si=cDUKOPECui-34ebH
Deltarune ~ THE WORLD REVOLVING,"Battle, Boss",Easy,I can do anything!,"Indie, Deltarune",https://www.youtube.com/watch?v=Z01Tsgwe2dQ
Deltarune ~ TV WORLD,Locale,Normal,Sneak out of the studio,"Indie, Deltarune",https://youtu.be/DstO9slC_5U
Deltarune ~ Vapor Buster,Battle,Tough,Start begging for mercy,"Indie, Deltarune",https://youtu.be/3vh8LYSuOvA
Deltarune ~ Vs. Susie,"Battle, Boss",Easy,,"Indie, Deltarune",https://www.youtube.com/watch?v=cGuDpoJNImA
Deltarune ~ WELCOME TO THE CITY,Locale,Tough,,"Indie, Deltarune",https://www.youtube.com/watch?v=uiou1f5nzlU
Deltarune ~ Welcome to the Green Room,Locale,Tough,In between TV episodes,"Indie, Deltarune",https://youtu.be/GrCp8AHdgEM
Deltarune ~ You Can Always Come Home,Locale,Tough,,"Indie, Deltarune",https://www.youtube.com/watch?v=ntHQOPH7CaU
Diddy Kong Racing ~ Wizpig Challenge,Final Boss,Tough,,Rare,https://www.youtube.com/watch?v=qjSzq1fRwJk
Donkey Kong (GB) ~ Showdown at the Tower,"Battle, Boss, Final Boss",Lunatic,The final barrel throwing battle...?,"Donkey Kong, Mario, Nintendo",https://www.youtube.com/watch?v=gUh4tQTbqG0
Donkey Kong Country ~ Aquatic Ambience,"Locale, Nature, Aquatic",Easy,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=o38ldEK8FjE
Donkey Kong Country ~ Cranky's Theme,Character,Easy,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=4w1Jpp1-uQ0
Donkey Kong Country ~ DK Island Swing,Locale,Normal,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=QPmW6eLX5fw
Donkey Kong Country ~ Fear Factory,Locale,Normal,Oil barrels are NOT for throwing,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=tB2Wh2fzY0g
Donkey Kong Country ~ Forest Frenzy,"Locale, Nature, Forest, Cutscene",Tough,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=bQA9_KkT9R4
Donkey Kong Country ~ Gang Plank Galleon,"Battle, Final Boss",Easy,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=Hnu4S76N3lw
Donkey Kong Country ~ Level Goal,Jingles,Easy,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=iVtpdMa8LNg
Donkey Kong Country ~ Mine Cart Madness,Locale,Normal,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=OBNUGIrpOKw
Donkey Kong Country 2 ~ Bayou Boogie,"Locale, Nature",Tough,,"Nintendo, Rare, Donkey Kong",https://www.youtube.com/watch?v=LLQMuws1kUw
Donkey Kong Country 2 ~ Hot-Head Bop,"Locale, Fiery",Normal,,"Nintendo, Rare, Donkey Kong",https://www.youtube.com/watch?v=flAFuldeRV8
Donkey Kong Country 2 ~ Snakey Chantey,Locale,Tough,,"Nintendo, Rare, Donkey Kong",https://www.youtube.com/watch?v=Mr2cFY_3PT0
Donkey Kong Country 2 ~ Stickerbush Symphony,"Locale, Nature",Easy,,"Nintendo, Rare, Donkey Kong",https://www.youtube.com/watch?v=mdPlcKg-qFs
Donkey Kong Country 3 (GBA) ~ Arich's Ambush,Battle,Lunatic,the monkey and the spider :),Donkey Kong,https://youtu.be/rMrqP0kmQe8?si=-EICBmgyAoY0fefP
Donkey Kong Country 3 ~ Jangle Bells,"Screen, Other",Merciless,,"Nintendo, Rare, Donkey Kong",https://www.youtube.com/watch?v=_MwZf7adeLo
Donkey Kong Country 3 ~ Rocket Run,"Locale, Fiery",Merciless,The final level of Krematoa,"Nintendo, Donkey Kong",https://youtu.be/8Bd913xFk50
Donkey Kong Country 3 ~ Water World,"Aquatic, Locale",Tough,"No, it's not Aquatic Ambience. (but you're on the right track!)","Nintendo, Donkey Kong",https://youtu.be/N3aTwCvbbaQ
Donkey Kong Country Returns ~ Bonus Clear,Jingles,Normal,,"Nintendo, Donkey Kong",https://youtu.be/sYBA4uwjpG0?si=fEYG41H5i8hdBLwF
Donkey Kong Country Returns ~ Bonus Level,Locale,Normal,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=lTS4zTFizgA
Donkey Kong Country Returns ~ Bonus Room 1,Event,Normal,,"Nintendo, Donkey Kong",https://youtu.be/B5a7zytdCeE?si=Xn6iqDXLrxBzNWBH
Donkey Kong Country Returns ~ Game Loading,"Screen, Other",Normal,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=0Qx9TMvhsDY
Donkey Kong Country Returns ~ Hot Rocket (Rocket Barrel),"Locale, Fiery",Tough,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=8pmXdnIuHPk
Donkey Kong Country Returns ~ Poppin' Planks,Locale,Normal,,"Nintendo, Donkey Kong",https://youtu.be/TcoU9ed6TIw?si=sV0D_LhzjEyDzN94
Donkey Kong Country Returns ~ Sunset Shore,Locale,Normal,,"Nintendo, Donkey Kong",https://youtu.be/mMUCXz8YC10?si=QmpyflpBtD2QSEdB
Donkey Kong Country: Tropical Freeze ~ Forest Folly,"Locale, Forest, Snowy",Tough,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=di6VFegOMfk
Donkey Kong Country: Tropical Freeze ~ Seashore War,"Locale, Aquatic",Tough,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=Boqy0Q-4c_M
Donkey Kong Jungle Beat ~ Battle for Storm Hill,Locale,Tough,,"Nintendo, Donkey Kong",https://www.youtube.com/watch?v=8KAD8-rG5gM
Dragon Ball Z Budokai Tenkaichi 3 ~ Edge of Spirit,Battle,Tough,,Dragon Ball,https://www.youtube.com/watch?v=O_olo0re1zo
Dragon Ball Z Budokai Tenkaichi 3 ~ Super Survivor,Screen,Normal,,Dragon Ball,https://www.youtube.com/watch?v=jBjtStafoS4
Dragon Quest XI ~ Make Me Feel Sad (V),Cutscene,Tough,,"Square Enix, Dragon Quest",https://youtu.be/wBzWy162v8g
Dragon Quest XI ~ Olé! Sylvando!,Character,Normal,,"Square Enix, Dragon Quest",https://youtu.be/XlCchPLxrTs
Dragon Quest XI ~ Ton-ten-kan (X),"Event, Other",Tough,,"Square Enix, Dragon Quest",https://youtu.be/-9_m6mlBq8w
Drake Redcrest Forever! ~ Chibi-Robo!,"Character, Vocals",Merciless,,Nintendo,https://www.youtube.com/watch?v=g6f3o7VOrsk
Drake Redcrest Forever! ~ Chibi-Robo!,"Character, Vocals",Merciless,,Nintendo,https://www.youtube.com/watch?v=g6f3o7VOrsk
EarthBound ~ Boy Meets Girl,"Locale, Town & City",Easy,,"Nintendo, EarthBound",https://youtu.be/kc9yO4giTog
EarthBound ~ Heartless Hotel,Spooky,Normal,,"Nintendo, EarthBound",https://www.youtube.com/watch?v=BwotketLGAM
EarthBound ~ Hi Hi Hi (Saturn Valley),Locale,Normal,Drink coffee before go?,"Nintendo, EarthBound",https://www.youtube.com/watch?v=GODWkELCrzw
EarthBound ~ Onett,"Locale, Town & City",Easy,,"Nintendo, EarthBound",https://youtu.be/XKfXsTkA71I
EarthBound ~ Snowman,Snowy,Easy,,"Nintendo, EarthBound",https://www.youtube.com/watch?v=niE24aTdtns
EarthBound ~ Winters White,"Locale, Snowy",Easy,,"Nintendo, EarthBound",https://youtu.be/qOYbGBPnT_M
EarthBound Beginnings ~ Pollyanna (I Believe in You),Locale,Easy,,"Nintendo, EarthBound",https://youtu.be/XoSBRcQwocE
Echoes of Wisdom ~ Dungeon Link Midboss (Version 1),"Battle, Boss, Adversary",Tough,Vs the original protagonist,"Nintendo, The Legend of Zelda",https://youtu.be/mclIkJ3iAUo
Echoes of Wisdom ~ Field Theme (Swordfighter Form),Locale,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/SAJh0sT8IyM
Echoes of Wisdom ~ Opening Dungeon,Dungeon,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/Qm5TJmKCNc0
Echoes of Wisdom ~ Smoothie Shop,Locale,Tough,Run by a Business Scrub,"Nintendo, The Legend of Zelda",https://youtu.be/ThCy6JVSmss
Echoes of Wisdom ~ Still World,Locale,Normal,It's not the Dark World,"Nintendo, The Legend of Zelda",https://youtu.be/Ln5cbFMsL9s
Echoes of Wisdom ~ Suthorn Village,Town & City,Lunatic,Link's hometown,"Nintendo, The Legend of Zelda",https://youtu.be/xE1RXBj5g8U
Elden Ring ~ Divine Beast Dancing Lion,Boss,Tough,jasper submitted this one. thats a hint. what if a lion dance was trying to execute you via electric chair,FromSoftware,https://www.youtube.com/watch?v=yQ2LGEqyvdk
Emio - The Smiling Man ~ Interviewing: Protagonist,"Locale, Town & City",Tough,Asking around about urban legends.,"Famicom Detective Club, Nintendo",https://www.youtube.com/watch?v=pweE-aGshiA
Emio - The Smiling Man ~ Language of Flowers for Eggplants,Credits,Lunatic,,"Nintendo, Famicom Detective Club",https://www.youtube.com/watch?v=AdiVfNkP8VM
Emio - The Smiling Man ~ Milk Tea,"Cutscene, Locale",Merciless,Maybe next time we could order the tiramisu?,"Famicom Detective Club, Nintendo",https://www.youtube.com/watch?v=BfOg0iiFBH8
Emio - The Smiling Man ~ Superior Friendship with Ayumi,Cutscene,Merciless,,"Nintendo, Famicom Detective Club",https://www.youtube.com/watch?v=4TMEZqQhEq4
Emio - The Smiling Man ~ The Kuze Siblings,"Character, Cutscene",Merciless,Bittersweet memories of eggplant flowers.,"Famicom Detective Club, Nintendo",https://www.youtube.com/watch?v=FHL0OCH6vXc
Emio - The Smiling Man ~ The Smiling Man: FDC,Spooky,Tough,,"Nintendo, Famicom Detective Club",https://www.youtube.com/watch?v=XvDH0m-no3A
Explorers of Time & Darkness ~ Wigglytuff's Guild,Locale,Easy,,"Nintendo, Pokemon",https://www.youtube.com/watch?v=-9cR05tlIRw
Final Fantasy ~ Chaos Shrine,"Locale, Dungeon",Tough,,"Square Enix, Final Fantasy",https://youtu.be/nU1JO7w3fb4?si=doHsrh6tZP8xxAQf
Final Fantasy ~ Matoya's Cave,Locale,Tough,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=OaLvSJmvw9k
Final Fantasy IV ~ Boss Battle,"Battle, Boss",Tough,,"Final Fantasy, Square Enix",https://youtu.be/GEYCGJYwvhM?si=GETthZDgfsjwsSjW
Final Fantasy V ~ Battle on the Big Bridge,"Battle, Boss, Locale",Tough,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=1a8OirsKVbc
Final Fantasy VI ~ Decisive Battle,"Battle, Boss",Tough,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=WmBPTpvYyIY
Final Fantasy VI ~ Terra's Theme,"Locale, Character",Tough,,"Square Enix, Final Fantasy",https://youtu.be/PiI7rDqv9FQ?si=MmO60rozc4GF435t
Final Fantasy VII ~ One-Winged Angel,"Battle, Final Boss, Vocals",Easy,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=zkZGFNCS6iQ
Final Fantasy VII ~ Opening~Bombing Mission,Cutscene,Tough,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=-DRp_XME44o
Final Fantasy VII ~ Those Who Fight Further,"Battle, Boss",Normal,,"Square Enix, Final Fantasy",https://youtu.be/z_GUWdkJQgw?si=KtY8XPklyRHPtopH
Final Fantasy VIII ~ Liberi Fatali,"Screen, Other, Vocals",Tough,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=gcJ_yFSw3-k
Final Fantasy VIII ~ Maybe I'm a Lion,"Battle, Final Boss",Lunatic,When your imagination of the strongest creature becoms reality,"Square Enix, Final Fantasy",https://youtu.be/NYpkDvfY5n4?si=aeysv6k50tqjATyT
Final Fantasy X ~ Battle,Battle,Tough,,"Square Enix, Final Fantasy",https://youtu.be/7AjXgK0NYTo?si=OrzKdkqDGbchgbrN
Final Fantasy X ~ Zanarkand,"Screen, Other",Tough,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=4pzxfgzhOvE
Final Fantasy X-2 ~ Real Emotion,"Screen, Cutscene, Vocals",Lunatic,,"Square Enix, Final Fantasy",https://youtu.be/8QPiFhWVRDk?si=SnCMQ1XZL0EvUkrD
Final Fantasy XIII ~ Battle,Battle,Tough,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=WyTRg-DJ99M
Final Fantasy XVI ~ Eikon Boss,"Battle, Boss",Merciless,,"Square Enix, Final Fantasy",https://www.youtube.com/watch?v=vDBbA9zCOnY
Fire Emblem Echoes: Shadows of Valentia ~ Heritors of Arcadia (English),"Credits, Vocals",Tough,,"Fire Emblem, Nintendo",https://www.youtube.com/watch?v=tZHcVMqXGhQ
Fire Emblem Echoes: Shadows of Valentia ~ Twilight of the Gods,"Battle, Final Boss",Tough,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=w3msSeE7VtM
Fire Emblem Echoes: Shadows of Valentia ~ Unity,"Other, Event",Tough,,"Fire Emblem, Nintendo",https://www.youtube.com/watch?v=sX20khZCMo8
Fire Emblem Engage ~ Trial of the Sacred,Locale,Lunatic,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=MGEWhJAvvAg
Fire Emblem Fates ~ Lost in Thoughts All Alone (Azura),"Vocals, Cutscene, Character",Easy,,"Nintendo, Fire Emblem",https://youtu.be/6dVWSgCDyvQ
Fire Emblem Fates ~ Lost in Thoughts All Alone (Shigure),"Vocals, Cutscene, Character",Tough,,"Nintendo, Fire Emblem",https://youtu.be/Y-iz9Q_WPeE
Fire Emblem Heroes ~ Title Screen,"Screen, Other",Easy,Did you remember to turn down your phone volume?,"Nintendo, Fire Emblem",https://youtu.be/ZDwOIexNpP8
Fire Emblem Heroes Book III ~ Boss Theme,"Battle, Boss, Vocals",Lunatic,,"Fire Emblem, Nintendo",https://www.youtube.com/watch?v=2ABJiBDlHcQ
Fire Emblem: Awakening ~ ......,"Screen, Other",Lunatic,......,"Nintendo, Fire Emblem",https://youtu.be/QHmqMackSbM?si=Ntxrg0CBvKaHypse
Fire Emblem: Awakening ~ And what if I can't? What if I'm not worthy of her ideals?,Cutscene,Normal,,"Nintendo, Fire Emblem",https://youtu.be/PNqIxhOGvm8?si=JInU6-Kwo0VI6FOM
"Fire Emblem: Awakening ~ But, Frederick, it's nearly dark!","Cutscene, Event",Normal,,"Nintendo, Fire Emblem",https://youtu.be/rUkT1mlaO98?si=_1MSq6NHiKrB1v2g
Fire Emblem: Awakening ~ Conquest,Locale,Normal,,"Nintendo, Fire Emblem",https://youtu.be/wSCNPAt4dSw?si=7rzuYTq41Ow3w5Yt
Fire Emblem: Awakening ~ Don't speak her name!,"Battle, Locale",Normal,,"Nintendo, Fire Emblem",https://youtu.be/Uod4yrovsz0?si=Fmao6AJYnASE4nCP
Fire Emblem: Awakening ~ Duty,Locale,Normal,,"Nintendo, Fire Emblem",https://youtu.be/W2Ape6ecMZA?si=CfAecWEaPQQ6O9ue
Fire Emblem: Awakening ~ Here we are! The Shepherd's garrison.,Event,Tough,,"Nintendo, Fire Emblem",https://youtu.be/7n3yVXN6-Us?si=fvLhLaohzKQD_Uov
Fire Emblem: Awakening ~ Id (Purpose),"Battle, Final Boss, Locale",Easy,,"Nintendo, Fire Emblem",https://youtu.be/8XY5WxernwY?si=HWtyMVmv6Rw3wnB9
Fire Emblem: Awakening ~ Id (Serenity),Cutscene,Normal,,"Nintendo, Fire Emblem",https://youtu.be/kL-Ghf1t5yA?si=A9Q6QE-SOhrID6Ed
Fire Emblem: Awakening ~ Main Theme,"Screen, Other",Normal,,"Nintendo, Fire Emblem",https://youtu.be/VKHPQLs_H_k?si=EKlTsVlXLhtfD8Ts
Fire Emblem: Awakening ~ You have power... like mine.,Character,Tough,,"Nintendo, Fire Emblem",https://youtu.be/wTRY5q0Aaes?si=xC31RBHDaUiVE4fm
Fire Emblem: Awakening ~ You may call me Marth.,Character,Tough,(Spoilers: That isn't Marth),"Nintendo, Fire Emblem",https://youtu.be/BgNHdb5di98?si=nMYdXeJtKJ0IW6Jb
Fire Emblem: Genealogy of the Holy War ~ Disturbance in Agustria,Locale,Lunatic,When you invade another country by accident for the second time,"Fire Emblem, Nintendo",https://youtu.be/IdJtQZFs8uY?si=7oAs9KSCr6GieQJe
Fire Emblem: Heroes ~ Howling Gears,Locale,Tough,,"Nintendo, Fire Emblem",https://youtu.be/0g3n4TCPJuU?si=ofP7bZhgaztQYvpv
Fire Emblem: Path of Radiance ~ Beautiful Princess Elincia,Character,Tough,,"Nintendo, Fire Emblem",https://youtu.be/R41NgD_Rouc?si=kKfSYnuPOsbPPyg5
Fire Emblem: Path of Radiance ~ Crimea Attacks,Locale,Tough,,"Nintendo, Fire Emblem",https://youtu.be/ofwT1xh25v8?si=mwELOghFE9ZtUBTo
Fire Emblem: Path of Radiance ~ Greil Mercenaries,Locale,Tough,,"Nintendo, Fire Emblem",https://youtu.be/8v_BISgU584?si=klEhiXg6v2Zdi55I
Fire Emblem: Path of Radiance ~ His Father's Son,Character,Lunatic,,"Nintendo, Fire Emblem",https://youtu.be/PtPYp-etfCQ?si=Ikzw4nQImLoAZi94
Fire Emblem: Path of Radiance ~ Life Returns,"Credits, Vocals",Merciless,,"Nintendo, Fire Emblem",https://youtu.be/4g3qY0GpJB0?si=WofSxUGIHbyIzW2H
Fire Emblem: Path of Radiance ~ Side Battle,Locale,Merciless,,"Nintendo, Fire Emblem",https://youtu.be/2yReBRItWu0?si=qDHlght3460hICoy
Fire Emblem: Path of Radiance ~ The Black Knight,"Character, Adversary",Normal,,"Nintendo, Fire Emblem",https://youtu.be/MaN2wQ3yMnc?si=TmUsAmru9-ju8RV5
Fire Emblem: Path of Radiance ~ To Challenge Ashnard,"Battle, Final Boss",Lunatic,,"Nintendo, Fire Emblem",https://youtu.be/uh-eOXkCyoc?si=Fq-sphd_yvXPhiQT
Fire Emblem: Path of Radiance ~ Wonderful Pirates,Character,Tough,,"Nintendo, Fire Emblem",https://youtu.be/oXp_Nv1fMDQ?si=N22mYD2IV9azRt6Z
Fire Emblem: Radiant Dawn ~ Ascent,Locale,Tough,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=Zcik2Ad7jMk
Fire Emblem: Radiant Dawn ~ Bearer of Hope,Locale,Lunatic,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=LRXOCzdQ-KQ
Fire Emblem: Radiant Dawn ~ Eternal Bond,"Locale, Character",Normal,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=mFl18TCOCfI
Fire Emblem: Radiant Dawn ~ The Devoted,Battle,Tough,,"Nintendo, Fire Emblem",https://youtu.be/yClDv-Ib1Bc
Fire Emblem: Radiant Dawn ~ The Goddess's Rebuke,"Event, Adversary",Merciless,,"Nintendo, Fire Emblem",https://youtu.be/L7Mb_Pkq2rs
Fire Emblem: Radiant Dawn ~ Time of Action,Battle,Lunatic,,"Nintendo, Fire Emblem",https://youtu.be/3InuYRWm8Kc
Fire Emblem: Radiant Dawn ~ Unstoppable Destiny,Battle,Tough,,"Nintendo, Fire Emblem",https://youtu.be/L-vOriLdQfI
Fire Emblem: Radiant Dawn ~ Unstoppable Destiny,"Battle, Boss, Adversary",Tough,,"Nintendo, Fire Emblem",https://youtu.be/0eIA5_40zGc?si=Ar9NhU732-qLHcbW
Fire Emblem: The Blazing Blade ~ Black Fang,"Cutscene, Adversary",Normal,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=yCP2ovXJQhk
Fire Emblem: The Sacred Stones ~ Combat Preparations,"Screen, Other",Tough,,"Nintendo, Fire Emblem",https://youtu.be/6R6v5rkf4NU?si=IIZcg62OFmRQLgTO
Fire Emblem: The Sacred Stones ~ Distant Roads,Locale,Normal,,"Nintendo, Fire Emblem",https://youtu.be/81286-BntFA?si=uDWdCWFARbuLdG-5
Fire Emblem: The Sacred Stones ~ Follow Me!,Locale,Merciless,,"Nintendo, Fire Emblem",https://youtu.be/B-uJVBnBtwI?si=sqCHLnVct4HNhOXL
Fire Emblem: The Sacred Stones ~ Grim Journey,"Screen, Other",Tough,,"Nintendo, Fire Emblem",https://youtu.be/ZOSDVKkRU8c?si=9g5XXVgAxszqugKR
Fire Emblem: The Sacred Stones ~ In the Colosseum,Battle,Lunatic,,"Nintendo, Fire Emblem",https://youtu.be/3o6CUC8PpWY?si=3YK6qtZNMlXXielm
Fire Emblem: The Sacred Stones ~ Laughter,"Cutscene, Character",Lunatic,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=iHhuEMkwLR4
Fire Emblem: The Sacred Stones ~ Lyon,Character,Tough,,"Nintendo, Fire Emblem",https://youtu.be/y0GgcC1LFUI?si=Rz9qNvIol39bzMLs
Fire Emblem: The Sacred Stones ~ Sacred Strength,Battle,Merciless,,"Nintendo, Fire Emblem",https://youtu.be/X9esOQDzrec?si=4mwipEFHZtgGARkN
Fire Emblem: The Sacred Stones ~ Ties of Friendship,"Screen, Other",Tough,,"Nintendo, Fire Emblem",https://youtu.be/PQ314mLgJCc?si=D_XN9blWVDRzGHj-
Fire Emblem: The Sacred Stones ~ Treasured Memories,"Screen, Other",Tough,,"Nintendo, Fire Emblem",https://youtu.be/5xDepSmzhrY?si=w8bM8s5WCl3jNNXn
Fire Emblem: Three Houses ~ A Promise,Cutscene,Lunatic,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=9lxAeoomGrw
Fire Emblem: Three Houses ~ Between Heaven and Earth (Thunder),Battle,Tough,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=0phhiOCyD58
Fire Emblem: Three Houses ~ Blue Skies and a Battle (Rain),Locale,Tough,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=jjNfDvd8a-o
Fire Emblem: Three Houses ~ Broken Routine,Locale,Lunatic,,"Nintendo, Fire Emblem",https://www.youtube.com/watch?v=_958Nz16kBI
